customer_tweet_id,customer_text,gold_intent,predicted_intent,intent_confidence,intent_margin,retrieval_top1_similarity,reply,should_escalate,escalation_reason,llm_escalation_suggestion,evidence_used,generation_status,generation_error
1805815,"@115858 what is the procedure for degrade ios from 11 to 10..??

As your ios 11 is pathetically stupid &amp; bugicious😂",ios_update_issues,ios_update_issues,0.459,0.1509,0.7794,"We don’t have a way to downgrade from iOS 11 to iOS 10. However, we can help you with any issues you’re having. Could you let us know your device model and the specific problems you’re experiencing? Please DM us so we can assist further.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
243305,"@118936 @115858 @AppleSupport @2310 battery draining like hell on ios 11 i phone 6s 
Plz check this. 🙏",battery_power,battery_power,0.4405,0.0718,0.8555,Thanks for reaching out. Could you let us know the exact iOS version you’re running and how long a full charge usually lasts on your iPhone 6s?,True,Low intent confidence (0.440).,False,,success,
2792066,"@115858 1yr old $3k laptop should be able to handle Chrome and a second program without freezing or crashing EVERY DAY. Giving you one more chance (""upgrading"" to 15"", gag), then lifelong Apple die-hard goes to PC. And will expect a refund.",device_performance,apps_services,0.3943,0.0016,0.5143,"Hi @115858, sorry to hear about the freezes. Could you share your Mac model, macOS version, and what you were doing when it crashed? Also, have you tried any troubleshooting steps like restarting, safe mode, or checking Activity Monitor? Thanks!",True,Low intent confidence (0.394).,False,,success,
2647130,My iPhone is stating to heat up when it’s just sitting there. Thanks @115858 for the hot fire update to ruin my phone......again,ios_update_issues,ios_update_issues,0.3042,0.0486,0.7047,Hi! I’m sorry to hear your iPhone is heating up. Could you let me know which iOS version you’re running and the model of your device? That will help us investigate the issue further.,True,Low intent confidence (0.304).,False,,success,
1185829,Dear @115858 - your software updates used to make phone better- now they make it worse. Too much phone freezing and crashes. #whathappened,ios_update_issues,device_performance,0.519,0.0765,0.8643,"We’re sorry to hear about the freezes and crashes. Could you DM us with your device model, iOS version, and any recent updates? We’ll investigate further.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
1689399,To the @115858 battery ghost secretly turning on our bluetooth over and over again: PLEASE stop #iOS11,ios_update_issues,ios_update_issues,0.2627,0.039,0.7168,"Hi @115858, sorry to hear Bluetooth is draining your battery. Could you let us know which iOS 11 version you’re running and what device you have? That’ll help us look into the issue together.",True,Low intent confidence (0.263).,False,,success,
2438567,@AppleSupport Sure. iPhone 6 was working great. Updated since iPhone 8 came out with new software and now it is extremely slow and painful,ios_update_issues,apps_services,0.4057,0.0165,0.7685,Hi! Sorry to hear your iPhone 6 is running slow after the update. Could you let us know the exact iOS version you’re running? You can find it in Settings > General > About.,True,Low intent confidence (0.406).,False,,success,
609280,"@AppleSupport Left iOS beta program, deleted profile from phone. Still getting beta updates and not 11.0.2  Help please?",ios_update_issues,ios_update_issues,0.3948,0.0426,0.6651,"It sounds like the beta profile may still be active on your device. Could you let me know your device model and the iOS version that’s currently installed? Also, please double‑check that the beta profile is completely removed in Settings > General > Profiles. Once that’s confirmed, try restarting your phone and then check for updates while connected to Wi‑Fi. If the beta update still appears, we’ll need to look deeper.",True,Low intent confidence (0.395).,False,,success,
403562,why did my entire camera roll just randomly completely clear then restore? and why is a vid from june is the most recent item? @AppleSupport https://t.co/aTvndqZau0,photos_data,device_performance,0.2502,0.0109,0.5636,"Hi! It sounds like your Camera Roll had a sync or update hiccup. To help us pinpoint the cause, could you let us know your iPhone model, iOS version, and whether iCloud Photos is enabled? Also, did you notice any recent updates or changes to your storage settings? Thanks!",True,Low intent confidence (0.250).,False,,success,
1684529,@115858 fix yalls damn keyboard,keyboard_input,keyboard_input,0.343,0.139,0.927,"Sure, @115858. What issue are you having with your keyboard? Let us know the symptoms and your device model so we can help you further.",True,Low intent confidence (0.343).,False,,success,
2948214,@AppleSupport I’ve hard to hard restart my computer 6x in last two days since I updated to High Sierra. Adobe was first issue. Now finder is crashing and won’t relaunch. How about an update to fix all of the bugs in High Sierra please? I refuse to update my personal computer because of this.,ios_update_issues,apps_services,0.3929,0.0144,0.6674,"I’m sorry to hear about the crashes. Could you share your Mac model and the exact steps you took before the crashes started? Also, what happens when Finder crashes—does it just quit or does the whole system freeze? Knowing this will help us pinpoint the issue and find a fix.",True,Low intent confidence (0.393).,False,,success,
208261,@AppleSupport On my MBP with Yosemite I can’t update any app nor download new because verification always fail. How do I turn it off?,apps_services,ios_update_issues,0.3337,0.0535,0.6837,"Could you share your Mac model, the exact OS version, your App Store account details, and any error messages you see? Let’s discuss this in a DM so we can dig deeper.",True,Low intent confidence (0.334).,False,,success,
1925568,"iOS update seems to have killed my battery, any ideas why @AppleSupport #ios #apple #iPhone6",battery_power,ios_update_issues,0.4662,0.061,0.8225,Hi! It sounds like the recent iOS update is affecting your iPhone 6’s battery life. Could you let us know which iOS version you’re currently running? That will help us pinpoint the issue and find the best next steps.,False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
2913288,@AppleSupport I did not back up before updating. Yes i have a macbook,apps_services,ios_update_issues,0.3988,0.143,0.7727,"Thanks for reaching out. Could you let us know what’s currently happening on your MacBook after the update? For example, are you seeing any error messages, a frozen screen, or performance issues? Once we have that info we can guide you through the next steps.",True,Low intent confidence (0.399).,False,,success,
2072314,@AppleSupport I can’t disable &amp; delete Siri from my iCloud. It just does nothing...,apple_id_account,apps_services,0.2962,0.0904,0.6973,"Hi! To help you disable Siri and remove its data from iCloud, could you let me know which device you’re using and what iOS version is installed? Also, when you try to toggle Siri off in Settings > Siri & Search, does the switch change or stay on? That info will let me give you the right steps.",True,Low intent confidence (0.296).,False,,success,
1567544,@AppleSupport No I’m just so let down by @AppleSupport  And your ‘senior advisors’ all my iCloud has been deleted after 6 years and no one is helping,apple_id_account,apple_id_account,0.3882,0.0265,0.6401,"I’m sorry you’re experiencing this loss. To help us investigate, could you let us know your iPhone model, the iOS version you’re running, and when you noticed the data missing? Also, please check the iCloud website to see if the contacts or photos are still there. If you have any recent backups—either via iCloud or iTunes—please share those details. Once we have this information, we can look into recovery options for you.",True,Low intent confidence (0.388).,False,,success,
513657,"Naranasan niyo po ba yung magcrash lahat ng apps kahit cam roll, like within 1-2mins of using tapos magsshow yung 1st and 2nd photo. Tapos init agad phone HUHU PLS HELP @AppleSupport https://t.co/tSxV6rxJbo",apps_services,ios_update_issues,0.2085,0.0075,0.4592,We’re sorry to hear about the crashes and heating. Could you let us know your device model and the iOS version you’re running? That will help us look into the issue further.,True,Low intent confidence (0.209).,False,,success,
712078,@115858 this damn IOS sucks. If I’m listening to a podcast and turn volume up it goes to music. And vise versa... TERRIBLE,apps_services,apps_services,0.362,0.0267,0.7232,"Hi @115858, sorry to hear about the volume issue. Could you let us know which device you’re using and the iOS version? That will help us look into the problem. Thanks!",True,Low intent confidence (0.362).,False,,success,
661610,@AppleSupport iOS 11 make my battery die! 😭😔 - IPhone 6s,battery_power,battery_power,0.3453,0.0289,0.826,"Hi, sorry to hear your battery is draining quickly after the iOS 11 update. Could you let us know which country you’re in and whether you’ve checked the battery‑health settings on your iPhone 6s? We’ll guide you through the next steps to help improve battery life.",True,Low intent confidence (0.345).,False,,success,
956058,@115858 love it when my headphones break + fuck up my phone so i cant listen to a song without wnating to throw jt at a fucking wall,hardware_accessories,connectivity,0.1964,0.0041,0.7048,"Hi @115858, sorry to hear about the trouble. It sounds like a software issue that can often be resolved by updating to the latest iOS. Could you let me know your iPhone model and current iOS version? Also, what headphones are you using? That will help us find the best fix.",True,Low intent confidence (0.196).,False,,success,
457176,@AppleSupport version 11.1.2 It started out of nowhere i did the update and it was fine and then all of a sudden it started autocorrecting it to tha\t’,keyboard_input,ios_update_issues,0.3836,0.0216,0.7736,"Thanks for reaching out. To help isolate the issue, could you let me know which device you’re using and whether the autocorrect problem appears in all apps or just a specific one? We can continue this conversation in DM to dig deeper.",True,Low intent confidence (0.384).,False,,success,
2838680,"Every #iOS upgrade brings with it fresh problems and user-unfriendly changes. Why does my lock screen now have ""Apple Music"" on it with a play button center screen? I can't get rid of it! Help me @AppleSupport !",apps_services,ios_update_issues,0.2989,0.0227,0.7244,"Could you let us know which iOS version you’re running, your device model, and if a restart removes the Apple Music widget? We’ll look into it.",True,Low intent confidence (0.299).,False,,success,
2298606,The iPhone update sucks ass. Phone worked fine and now it’s trash @115858 @AppleSupport,ios_update_issues,ios_update_issues,0.4907,0.0882,0.8148,"Hi @115858, sorry to hear the update is causing problems. Could you let us know what specific issues you’re seeing and which iPhone model and iOS version you’re on? That will help us find a solution.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
282529,@115858 @116333 I urgently resolve the problem with my iPhone. 📱 Contact ID: 100314535803,other_unclear,apps_services,0.3476,0.0608,0.7284,"Hi @115858 @116333, thanks for reaching out. Could you let us know your iPhone model, the iOS version you’re running, and what issue you’re experiencing? That will help us find the best solution.",True,Low intent confidence (0.348).,False,,success,
216133,@115858 @AppleSupport how come I get my phone replaced with a new iPhone 7 and everything is here but my photos and my brother bought a iPhone X and had the exact same problem,photos_data,photos_data,0.3393,0.0057,0.7071,"Hi @115858, sorry to hear about the missing photos. To help you get them back, could you let us know the iOS version on the new iPhone 7, whether you had iCloud Photos or iCloud Backup enabled, and if you’ve tried restoring from a recent backup? Also, did your brother’s iPhone X have the same backup settings? Once we have those details we can guide you through the next steps.",True,Low intent confidence (0.339).,False,,success,
2619794,"Since the new update, my phones going so slow, stuttering and stalling 😩😩 @AppleSupport",ios_update_issues,device_performance,0.5284,0.0435,0.7961,Thanks for reaching out. Could you share your iOS version and device model? Please DM us so we can help further.,True,Ambiguous intent prediction; top-two intent margin is only 0.043.,False,,success,
1933305,Hey @115858. Fix your iOS. Bluetooth is supposed to work.,connectivity,connectivity,0.3423,0.0189,0.7564,"Hey @115858, sorry to hear Bluetooth isn’t working. Which device are you pairing with? Also, what iOS version is on your phone? Have you restarted the device since the issue started?",True,Low intent confidence (0.342).,False,,success,
1402935,Same day the iPhone X is released my 6s+ can’t hold a charge and won’t recognize my camera... come on @115858,hardware_accessories,apps_services,0.2991,0.0025,0.6957,"Hi @115858, sorry to hear about the battery and camera issues on your iPhone 6s Plus. Could you let us know which iOS version you’re running and describe what happens when you try to use the camera? That info will help us determine the next steps. Thanks!",True,Low intent confidence (0.299).,False,,success,
336650,@AppleSupport TV4 x 2. 1 accepts @798.com address for iCloud and 1 switches to @1113.com address once I log in. @798 shows HOME and @1113 doesnt,apple_id_account,apps_services,0.2428,0.1011,0.6136,"It sounds like the two Apple TVs are signing into different iCloud accounts and one isn’t showing the Home screen. Could you let us know the model and software version of each Apple TV, whether you’ve restarted them recently, and if you’ve tried signing out and back into the iCloud account on the one that isn’t showing Home? That info will help us pinpoint the issue.",True,Low intent confidence (0.243).,False,,success,
511171,"What’s up with iOS 11, @AppleSupport? IPhone 7 Plus rendered unusable after the update.",ios_update_issues,ios_update_issues,0.4558,0.0464,0.8837,"Hi, sorry to hear that. Could you let us know which iOS 11 version you’re running and what specific problems you’re seeing on your iPhone 7 Plus? Please DM us with those details so we can help further.",True,Ambiguous intent prediction; top-two intent margin is only 0.046.,False,,success,
709071,Am I the only one whose phone is burning up now that I’ve updated my software to the latest version of iOS? @AppleSupport,ios_update_issues,ios_update_issues,0.5453,0.1049,0.7503,"Thanks for reaching out. I’m sorry to hear your iPhone is overheating after the update. To help, could you let me know your iPhone model, the iOS version you installed, and if you’ve noticed any other symptoms such as rapid battery drain or unexpected shutdowns? This information will help us determine the best next steps.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
1839657,@AppleSupport yo your new update has literally ruined my 7 . why? why??,ios_update_issues,ios_update_issues,0.4195,0.0405,0.7559,Hi! We’re sorry to hear the recent update is causing trouble on your iPhone 7. Could you let us know which iOS version you’re running and what specific issues you’re seeing? That will help us find a solution.,True,Low intent confidence (0.420).,False,,success,
150048,@AppleSupport why is my clock or notifications not coming up on my lock screen?,apps_services,apps_services,0.3055,0.0741,0.75,"Hi! It sounds like your lock‑screen clock and notifications aren’t showing. A quick restart often clears this. If that doesn’t help, could you let us know your device model and iOS version? Also, have you recently updated to the latest iOS? That info will help us troubleshoot further.",True,Low intent confidence (0.306).,False,,success,
1073383,@AppleSupport can you provide an update to fix how much my battery drains when it's unplugged?,battery_power,battery_power,0.4462,0.1434,0.8067,"Sure, we can look into that. Could you let us know your iPhone model and the iOS version you’re running? Also, how long does a full charge last currently?",True,Low intent confidence (0.446).,False,,success,
287455,@AppleSupport iOS 11.0.2 has made my iPhone overhear and browser slow as hell. My battery drains faster than ever.  Fix this pls,battery_power,battery_power,0.4616,0.0976,0.8172,"Hi @AppleSupport, sorry to hear about the battery drain and performance issues after updating to iOS 11.0.2. Could you let us know which iPhone model you’re using? Once we have that, we can look into possible fixes or workarounds. Thanks!",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
1620547,@AppleSupport Ever since I updated to #iOS11 my iPhone 6s has been losing wifi connection. I’m having to reboot 5/6 times a day grrrrr,connectivity,ios_update_issues,0.3959,0.0161,0.7809,"Hi, sorry to hear about the Wi‑Fi issue after updating to iOS 11. Could you let me know which iOS version you’re running (e.g., 11.0, 11.1, etc.) and if you’ve tried resetting network settings? That info will help us troubleshoot further. If you’d like to continue the conversation privately, just let me know.",True,Low intent confidence (0.396).,False,,success,
1805430,"@AppleSupport the last update deleted most of the contacts out of my phone. Why did it do this,how do I fix it?",photos_data,apps_services,0.3503,0.0114,0.7319,"Hi, sorry to hear your contacts disappeared after the update. Could you let us know your device model, the iOS version you’re running, and whether you have a recent backup? That info will help us find a solution for you.",True,Low intent confidence (0.350).,False,,success,
768168,My iPhone does nothing but freeze since doing the new update 😡😡😡😡 @115858 @AppleSupport,ios_update_issues,device_performance,0.5529,0.0305,0.9015,Hi! I’m sorry to hear your iPhone is freezing after the update. Could you let me know which iPhone model you have and the exact iOS version you’re running? That will help us find the best solution for you.,True,Ambiguous intent prediction; top-two intent margin is only 0.030.,False,,success,
2434654,"@AppleSupport Yep let me in but wouldn’t show iTunes music purchase, I found it a few weeks back but can’t remember where or how to check from iPhone",purchases_orders_refunds,purchases_orders_refunds,0.3,0.0044,0.7495,"Hi! To help you locate your iTunes music purchase on your iPhone, could you let me know which iPhone model you’re using and the iOS version? Also, were the songs downloaded for offline listening? Once I have that info, I can guide you to the right place in the Music app or connect you with the iTunes Store Support team if needed.",True,Low intent confidence (0.300).,False,,success,
827906,my Apple Music hasn’t worked since I got the newest update...what’s goin on @115858,apps_services,apps_services,0.5033,0.0612,0.7738,"Hi @115858, sorry to hear Apple Music stopped working after the update. Could you let us know which device and iOS version you’re using, and whether the issue happens with all songs or just some? That will help us troubleshoot further.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
373380,@AppleSupport It occurs on any track of any song on Apple Music in general. I also have my account sharing it with my MacBook,apps_services,apps_services,0.2029,0.0558,0.7414,"Hi! To help you get Apple Music working on all devices, could you let us know:
1. The model and iOS version of your iPhone or iPad.
2. The MacBook model and macOS version.
3. Whether you’re subscribed to Apple Music.
4. What exactly happens when you try to play a track (e.g., error message, no sound, playback stops).",True,Low intent confidence (0.203).,False,,success,
1745981,".@AppleSupport why does my screen say this but, I’ve been charged. Yes all is up to date. Yes log in correct. One heck of a month w/@115858 https://t.co/TyEQDLvtcX",purchases_orders_refunds,apps_services,0.3357,0.0358,0.6296,"Could you share what the screen message says, along with your device model and iOS version? That’ll help us pinpoint the issue and guide you further.",True,Low intent confidence (0.336).,False,,success,
1342772,"Yoooo @AppleSupport ever since the update my WiFi wants to work every now and then! Everything else in the house works, my phone doesn’t! https://t.co/FkzUM8byoF",connectivity,ios_update_issues,0.3825,0.0023,0.8202,"Hi! Sorry to hear Wi‑Fi is acting up after the update. Could you let me know which iPhone model and iOS version you’re on? Also, what happens when you try to connect to a Wi‑Fi network, and can you walk me through the steps you use to turn Wi‑Fi off? Thanks!",True,Low intent confidence (0.382).,False,,success,
2283108,"@AppleSupport Hi, I just wanted to find out what ssd drives I can use on my MacBook Pro 2015 as my current one is water damaged",hardware_accessories,apple_id_account,0.221,0.0572,0.4031,"Thanks for reaching out. To recommend compatible SSDs for your 2015 MacBook Pro, we need to know the exact model (e.g., 13‑inch 2015, 15‑inch 2015, or 2015 with Retina). Could you share the model identifier or serial number? Once we have that, we can suggest compatible SSD options.",True,Low intent confidence (0.221).,False,,success,
1133615,@AppleSupport so how do I go about getting use of my camera back after doing the update 😀😀😀😀😀😀😀😀😀😀,ios_update_issues,ios_update_issues,0.3195,0.0754,0.7761,"Hi! It sounds like the camera isn’t working after your recent update. Could you let us know your device model, the iOS version you’re running, and whether the Camera app icon is missing or the camera just won’t launch? That’ll help us pinpoint the issue and get you back to shooting in no time.",True,Low intent confidence (0.320).,False,,success,
2199279,@AppleSupport icloud is down?? can you please advise when you expect it to be back online?,apple_id_account,apps_services,0.411,0.1153,0.7322,We’re aware of the iCloud outage and are working to restore services. Please DM us for the latest updates and any additional details you can share.,True,Low intent confidence (0.411).,False,,success,
2577100,@AppleSupport When will you guys completely fix this question mark thing? https://t.co/FDW8WaQkcZ,keyboard_input,apps_services,0.2443,0.0065,0.8395,We’ve shared a workaround that can help you use the app until the issue is fixed in a future update. Give it a try and let us know if it resolves the problem for you.,True,Low intent confidence (0.244).,False,,success,
2901898,@AppleSupport iPhone X freezes when opening the phone app and visual voicemail doesn’t work on EE. Very poor,apps_services,apps_services,0.4682,0.1861,0.6485,"Hi, sorry to hear about the freezing and voicemail issue. Could you let us know which iOS version you’re running and if you’ve recently updated? Also, are other apps freezing or just the Phone app? If you can DM us with that info, we can start troubleshooting.",False,"Intent, evidence, and response generation signals are sufficient for automated handling.",False,,success,
1011804,@AppleSupport  Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the  iPods 5th Gen,hardware_accessories,,,,,,,,,,error,"Error code: 400 - {'error': {'message': ""Failed to validate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': ''}}"
1011804,@AppleSupport  Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the  iPods 5th Gen,hardware_accessories,hardware_accessories,0.2529,0.0653,0.514,"Yes, the EarPods that come with a 3.5‑mm headphone plug will work with your iPod 5th Gen. The iPod’s headphone jack accepts standard 3.5‑mm audio accessories, so you can use those EarPods without any issues.",True,Low intent confidence (0.253).,False,,success,
2712604,Huge #Fail by @115858 and @266097. Impossible to cancel auto renew subscription and get anyone to contact for help. Suggestions on how to CXL? Will person in Apple store be able to do it?,purchases_orders_refunds,apps_services,0.3477,0.0268,0.5817,"Hi, sorry you’re having trouble canceling your auto‑renew subscription. Could you let us know your Apple ID, device model, iOS version, and the name of the subscription you’re trying to cancel? In the meantime, try going to Settings > Subscriptions on your device to see if the cancel button is available. If that doesn’t work, a staff member at an Apple Store can help you cancel in person, but you’ll need to bring your device and Apple ID. Once we have the details, we can guide you further or connect you with the iTunes team if needed.",True,Low intent confidence (0.348).,False,,success,
2255501,"@AppleSupport It’s not a specific app. When out in the cold, typing just freezes up.",keyboard_input,keyboard_input,0.386,0.0292,0.7108,"It sounds like the keyboard is freezing when the device gets cold. To help troubleshoot, could you let us know which iOS version you’re running and the model of your iPhone?",True,Low intent confidence (0.386).,False,,success,
1202887,@AppleSupport As soon as I updated IOS my phone is slow and the camera doesn’t work.,ios_update_issues,ios_update_issues,0.4096,0.0707,0.819,Thanks for reaching out. Could you let us know which iPhone model you have and the iOS version you updated to? We’ll look into the slowdown and camera issue.,True,Low intent confidence (0.410).,False,,success,
862723,"@115858  plan on fixing all these bugs since the update? ANYTIME a new phone comes out, my perfectly fine old one starts messing up🙄",ios_update_issues,device_performance,0.4771,0.0143,0.8025,"Thanks for reaching out. To help us address the bugs after the latest update, could you share your device model, iOS version, and a brief description of the problems you’re experiencing?",True,Ambiguous intent prediction; top-two intent margin is only 0.014.,False,,success,
1010562,Does anyone have a workable way of getting photos from an iPhone6 to an iMac that actually works or have @115858 really turned to shit?,photos_data,ios_update_issues,0.2766,0.0025,0.6218,"Hi! To help you get photos from your iPhone 6 to your iMac, could you let us know the iOS version you’re running? Also, are you currently using iCloud Photos or another method? Once we have that info we can guide you through the best way to sync or transfer your photos.",True,Low intent confidence (0.277).,False,,success,
1466146,i️ haven’t even updated and that “i️” autocorrect is already ruining my life what the fuck @115858,keyboard_input,,,,,,,,,,error,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-20b` in organization `org_01knydemjsfpv8b9at2rsyjm2x` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199208, Requested 1421. Please try again in 4m31.728s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
