customer_tweet_id,customer_text,response_text,intent_label,label_notes
2577100,@AppleSupport When will you guys completely fix this question mark thing? https://t.co/FDW8WaQkcZ,@730715 We released an iOS update that can fix the issue that occurs when you type the letter i. Are you seeing the characters when you type the letter i or are you seeing it on social media or another app when someone else types it?,keyboard_input,
2901898,@AppleSupport iPhone X freezes when opening the phone app and visual voicemail doesn’t work on EE. Very poor,@541598 This is not the experience we want you to have with your new iPhone X. In order for us to better assist you please send us a DM with your iOS software version and more specifics of the issue; we'll assist from there. https://t.co/GDrqU22YpT,apps_services,
1011804,@AppleSupport  Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the  iPods 5th Gen,@359403 They are. The EarPods that came with the iPod touch (5th generation) had the 3.5mm connector.,hardware_accessories,
2712604,Huge #Fail by @115858 and @266097. Impossible to cancel auto renew subscription and get anyone to contact for help. Suggestions on how to CXL? Will person in Apple store be able to do it?,@761566 Hi there! Sorry to hear you're having issues canceling. Did you sign up for the service through Apple?,purchases_orders_refunds,
2255501,"@AppleSupport It’s not a specific app. When out in the cold, typing just freezes up.",@270566 Temperature does play a factor. Learn more about operating temperatures for our devices here: https://t.co/otCvUAaFQq,keyboard_input,
1202887,@AppleSupport As soon as I updated IOS my phone is slow and the camera doesn’t work.,"@402597 Would that be with the front or rear facing camera? Tell us more about this in a DM, we'll continue on from there. https://t.co/GDrqU22YpT",ios_update_issues,
862723,"@115858  plan on fixing all these bugs since the update? ANYTIME a new phone comes out, my perfectly fine old one starts messing up🙄",@324855 We want you to enjoy the new features of iOS 11. What are you experiencing since updating? Have you updated to iOS 11.0.3?,ios_update_issues,
1010562,Does anyone have a workable way of getting photos from an iPhone6 to an iMac that actually works or have @115858 really turned to shit?,"@359128 We can help. There's a few options for importing photos: https://t.co/KaRBU8jg1j For more, connect here: https://t.co/IBIY3vMgPj",photos_data,
1466146,i️ haven’t even updated and that “i️” autocorrect is already ruining my life what the fuck @115858,@460304 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT,keyboard_input,
1020991,@115858 -  Apple TV is now unusable. Password verification is buggy and stupid. Wasted hours of a beautiful day trying to jump thru hoops. FU,"@361603 We'd like to get you pointed in the right direction. For Apple TV support, reach out here: https://t.co/IBIY3vMgPj",apple_id_account,
2113794,"I lost over a 100 contacts when I reset my phone cause apparently not all of them saved into iCloud 🙃
sos @AppleSupport",@528354 We'd like to help with this. Were the contacts saved on the iPhone itself or with a different account?,photos_data,
2575360,"@AppleSupport Any idea why does my iPhone 7 volume keeps turning itself down/off?
It started since #ios11 upgrade.","@730288 Thanks for reaching out. We can definitely look into this further with you. Can you tell us when you notice this behavior? Is it happening with notifications, music or while you're watching videos? 
Are you using headphones or a Bluetooth device when you notice this?",ios_update_issues,
1478046,My phone keeps changing the letter I to weird symbols so i had to turn off autocorrect sos pls help @AppleSupport !!!!,@463205 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,keyboard_input,
1336312,"@AppleSupport 
I made a mistake and I ordered twice. how to cancel the first order","@380998 Oops! We understand, things happen. Reach out to our Sales team and we'll sort it out: https://t.co/l9vC3IRh4z",purchases_orders_refunds,
324566,@115858 I did the iOS11 update (have iPhone 7) and now my battery life is worse then the iPhone 5.  What happened?  @AppleSupport,@193319 We want to look into your battery issue with you. DM us using the link below. https://t.co/GDrqU22YpT,battery_power,
1768174,"After crashing during upload to shared albums, #ios11 photos takes up lots of storage. @AppleSupport : Any way to fix this while en route? https://t.co/rCg1D9aJzA","@531633 We're can help. To confirm, you were uploading photos to a shared album and it is showing higher usage then it should. Correct?",photos_data,
1889704,@AppleSupport since iOS 11.0.3 my SIM card isn’t accepted anymore... thought it was only me but almost all of my friends got the same prob,@563542 You're in the right place for help. Let us know in a DM the country in which you're located to get started. https://t.co/GDrqU22YpT,connectivity,
1648457,alright @115858 you better fix your shit cause it’s really pissing me off that i️ can’t type the letter i️,@503599 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,
1640295,Hey wtf @AppleSupport why can’t I️ see the capitalized letter “i”?!?! I️t shows up as boxes and a question mark https://t.co/IHN5Favkx3,@166037 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,
1339730,@AppleSupport how can I make a hidden photo album !?,@432493 That's a great question for our Photos experts. You can reach them here to get started:  https://t.co/IBIY3vMgPj,photos_data,
2025614,"@AppleSupport 
Since couple of hours, my iPhone stucks after entering the (4) last digit for passcode. It stucks and reboots.","@599020 We know how essential it is to be able to unlock and use your iPhone. To confirm, the iPhone restarts on its own? Please DM us: https://t.co/GDrqU22YpT",device_performance,
1091365,@AppleSupport when is new update coming out to reverse the update that’s ruined peoples phones? Apps n data freeze.,@377500 We'd like to hear more about what's happening with your iPhone. Please send us a DM. https://t.co/GDrqU22YpT,ios_update_issues,
511113,@115858 iphone 8+ charger sucks.  Barley had for two weeks and cable is already tearing.,@237470 We'd like to help with your iPhone charger. Send us a DM with your country and we'll review your options. https://t.co/GDrqU22YpT,hardware_accessories,
1151865,@AppleSupport how many iPhone X can I preorder on Friday?,@391067 Thanks for reaching out! We recommend checking with our Online Sales Support Team for more help: https://t.co/8yjRd1Xo0i,purchases_orders_refunds,
2288429,"@115858 screenshot get crash ,wifi get disconnected automatically ,video stop in between ,recent apps become blank ,and many more",@664847 We are happy to help. Where are you seeing these issues?,ios_update_issues,
1160692,@AppleSupport trying to install #HighSierra and this progress screen haven’t moved/changed in 30+ minutes https://t.co/A1yt35qiYi,"@393076 We can assist you. Please DM us via the following link, and we'll help you from there. https://t.co/GDrqU22YpT",ios_update_issues,
2893350,"Наконец удалили лишние документы в Icloud. Только звонить туда надо, самому не удалить. Спасибо @AppleSupport. https://t.co/krzWqOcmEz",@801928 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,apple_id_account,
1153873,@AppleSupport my phone is so slow so the new iOS update? Only on text messages though? Why is this?,@391476 We understand how important your Messages app is. Does this happen when you compose a new text message? Have you tried restarting?,ios_update_issues,
2410123,"This is my third charger for my MacBook Air in the last 3-4 years. Broken again. Either cut costs from $99 to $49, or send me another replacement. This'd my 4th charger, paying just about $400 in power cords. Sick of paying $100 for something that last a year or so.
@AppleSupport",@692948 Let's look into this power adapter issue for you. Send us a DM and we can go over some options. https://t.co/GDrqU22YpT,hardware_accessories,
2052648,"@AppleSupport any help? My iPhone 6s battery has been awful since the iOS 11 update.
60% charge after 1 hour of usage. What a joke.",@607050 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,battery_power,
2358662,"@AppleSupport Thanks for your prompt reply! It has iOS 11.1.1 When I play music, the speakers work. Seems to be only when I'm using the phone, even when I put it on speaker, it doesn't come out through the speaker",@681223 Let's give these steps a try next and let us know the outcome: https://t.co/4Kux8rhhGX,hardware_accessories,
302662,"@AppleSupport hi, are you able to make the app animation the same like ios10 I’m getting headaches from changing apps &amp; Dots for connection",@188219 We can offer some suggestions for animation. Disable Low Power Mode and see https://t.co/cJnvksGVxP then tell us if it helps.,ios_update_issues,
2004189,"@AppleSupport Why does my camera quality look worse all of a sudden? When I first got this phone 2 years ago it was nice, now it's 👎🏾",@592662 We're here to help. We want your camera to function as expected. Send us a DM with your device and iOS version to get started. https://t.co/GDrqU22YpT,hardware_accessories,
1252505,@AppleSupport hey guys my camera for my iPhone 7 Plus is not working since yesterday and I believe is a bug from the update 11.1.2! Already tried everything and the camera is still all black screen in both sides!! Help!,"@413816 Hey there! We'd be more than happy to look into this with you, just shoot us a DM and we'll take it from there. https://t.co/GDrqU22YpT",ios_update_issues,
910636,"@AppleSupport Is over charging a concern with Apple devices? If so, do these products really help? https://t.co/raNc0iKMce",@336287 That's a great question! You can learn more about charging and the batteries we use here: https://t.co/cKKGWSxTRk,battery_power,
1420702,@AppleSupport is it normal that my order of the iPhone X says preparing for shipment? I am wondering because it should come tomorrow the 3rd,@450288 We'd love to help! Please reach out to our Apple Online Store Support team for assistance here: https://t.co/8yjRd1Xo0i,purchases_orders_refunds,
2141648,@AppleSupport I’m using my laptop &amp; most of my purchase are no longer being showed in all my purchase or not on this device,@322330  We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,purchases_orders_refunds,
856647,"@AppleSupport Of course , use the same cable . It’s original .","@323436 Just to clarify, it takes 2-3 hours to charge your iPhone to 100%, or just to get it to start charging?",hardware_accessories,
310250,@applesupport I need some help with my beats headphones. Can I take them into an apple store for an exchange if they stopped working,@190081 We can save you a trip! Please DM us to continue. https://t.co/GDrqU22YpT,hardware_accessories,
953188,@AppleSupport @115858 on the next iOS update (11.1 or 11.04) can you remove the bug/annoying feature that keeps turning my WiFi on by itself,@346162 We'd love to help.  Here's a link that'll explain how Wi-Fi works with the new control center: https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT,connectivity,
2364574,@115858 why is it EVERY update slows my phone down more and more and drains my battery more and more 😡🤔 not happy Apple!,@682681 We don't want to see your iPhone struggling. Let's check and see what's going on. Do you notice the slowing down and battery concerns during anything more so than others? And do any steps you take temporarily remedy these issues? Let us know in DM. https://t.co/GDrqU22YpT,ios_update_issues,
2169722,@AppleSupport I just bought the iPhone X and I am having an issue. Can you help?,@636479 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,other_unclear,
2137224,How long until the @115858 and @12317 Bluetooth bug gets fixed? Tired of restarting my iPhone every day to reset working link. #ios11bug #inconvenient,@520539 We certainly want to help you with your Bluetooth connection. Let us know if this helps: https://t.co/JMbUWh4fsj,connectivity,
1296837,"@AppleSupport I figured that. If I’m an Apple Music subscriber, is there a way I can purchase a single DRM-free song to use in a Photos slideshow?",@423103 Using iTunes Plus would make available songs that are DRM- Free. Follow the steps here: https://t.co/bkdNVKOsaw,purchases_orders_refunds,
1641315,@115858 when are you gonna figure out this “type a capital letter eye” and get a question mark in a box issue?,@115984 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,
2925617,Dear @AppleSupport need help with Apple ID....again.,@549555 Let's look into this for you. What are you experiencing with your Apple ID? Let us know in DM. https://t.co/GDrqU22YpT,apple_id_account,
2010249,@115858 fix this question mark shit.,@594433 We're glad to look into this with you. DM us using the link below and let us know what you're experiencing. https://t.co/GDrqU22YpT,keyboard_input,
1892696,"@AppleSupport I got a strange email regarding my account, was wondering if you could verify it","@564337 We're glad to help! Please DM us all about it, including the sender's address, and we'll look into this with you. https://t.co/GDrqU22YpT",apple_id_account,
2633082,@AppleSupport hi. Apple TV stuck in loop asking for password. Can you help?,@743457 We understand the importance of getting that fixed quickly! You can connect with our Apple TV Support here:  https://t.co/IBIY3vMgPj,apple_id_account,
1028557,"@AppleSupport Overnight 11.0.3 wiped my photos from over 3,000 to &lt;200 then backed up to iCloud, wiping out 10 months of baby photos.",@363363 We want to help. Meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,photos_data,
1064907,This is the lock screen on my iPhone. Where’s the clock n date gone? IOS 11.0.3  @AppleSupport https://t.co/fp8TXZikwS,@133186 Thanks for reaching out. Does restarting bring your date and time back?,ios_update_issues,
500098,@AppleSupport Please undo whatever stupid update you did to the keyboard Play/Pause button in High Sierra. It stops working for iTunes all the time and it’s so annoying.,@234455 Thank you for reaching out! We're always here to help. Which version of High Sierra is your computer running? Does it occur with multiple users on the computer?,keyboard_input,
2055332,"@116333 , disappointed with #iPhone8Plus. Phone status after upgrade to 11.0.1 for last 48 hours
Asked to visit service center ! https://t.co/5lChS5PRGB",@607854 We could look into this with you. Did you recover a backup onto this device or was it set up as new? DM us the answer. https://t.co/GDrqU22YpT,ios_update_issues,
2377167,"@AppleSupport is gunna kill me. I've been without contacts and apps for over two months, and the best answer i've got is ""I don't know... I'll call you back"" on repeat...",@685613 We'd like to take a further look at this with you. Please meet us in DM to proceed. https://t.co/GDrqU22YpT,apple_id_account,
447427,@AppleSupport HOW DO I STOP MY PHONE FROM LOOKIJG FOR WIFI AND TURNING ON ITS SEARCHING ITS ALREADY WASTING MY BATTERY FAST ENLUGH STOP,@220976 We’d like to help you with that.  Which iOS version are you using?  Are you turning them off from the Control Center or from the settings?,connectivity,
1342755,@AppleSupport my messages app keeps crashing on my iPhone 7 and won't allow me to send messages to certain contacts. Please help!,@433162 We're here to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,apps_services,
331708,"@AppleSupport Data wheel endlessly spinning again with IOS update, time for yet another IPhone reboot 🙄",@194990 We can look into this with you. Which version of iOS 11 is your iPhone on currently? DM your response. https://t.co/GDrqU22YpT,ios_update_issues,
23127,@AppleSupport can I get any help on here?? Or is this not a support account at all?,@121036 We're here to help. Can you provide us with more details regarding your issue?,other_unclear,
1782881,@535669 @115858 All those things been off. The phone itself keeps crashing. Everything is slow and laggy. It’s the worst man,@535668 Thank you for reaching out to us. We want to look into this with you. DM us the exact iOS version you're running. https://t.co/GDrqU22YpT,device_performance,
2779353,@AppleSupport Tried to update OS System on my Mac and it completely stopped my rebooting process... I had no problems before at all.,"@776320 Thank you for the additional details. Let's continue in DM. Send us a message, we'll follow up there. https://t.co/GDrqU22YpT",ios_update_issues,
382421,@AppleSupport I️ tried that and I️t doesn’t work,@206659 We'd like to look into this further with you. Let's continue in DM together here: https://t.co/GDrqU22YpT,other_unclear,
2309417,"@AppleSupport sign into iTunes keeps popping up, but when i sign in it says it couldn't connect. won't go away after hitting cancel.","@669824 Thanks for reaching out to us, we're here for you. What Apple device are you seeing this message on and which OS version is it currently running?",apps_services,
975824,@AppleSupport since updating to iOS 11.0.2 my iPhone 6 Plus won’t stop freezing and crashing. Please fix this issue. It’s unbearable! #ios11,@283537 We want to get your iPhone working properly.  Please send us a DM so we can assist. https://t.co/GDrqU22YpT,ios_update_issues,
2004019,@AppleSupport I️ type I️ and I️ get this bullshit ;,"@592598 We can certainly appreciate your concern. Shoot us a DM when you have a chance, and we'll take it from there. https://t.co/GDrqU22YpT",keyboard_input,
2676864,@AppleSupport how long does it take for u ups to refund paypal from canceled order,"@405403 For best assistance with any orders, please reach out to our advisors here: https://t.co/8yjRd1Xo0i",purchases_orders_refunds,
2727134,@AppleSupport why you keep turning my Bluetooth and WiFi on without my permission?,"@256274 We’d like to help. What device is this happening on, and what OS version is installed?",connectivity,
2144063,AND WHY THE FUCK DOES MY LETTER “I️” KEEP TURNING INTO A FUCKING QUESTION MARK @115858,@630379 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,
54449,@AppleSupport why is photo booth freezing on high serria,@128327 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,apps_services,
1475426,"Hey @115858 I️ def update my phone.....why do I️ still see a box, exclamation mark, and question mark whenever the letter I️ is used 🤔🤨🧐",@462518 We can offer some guidance. Meet us in DM and we'll continue from there. https://t.co/GDrqU22YpT,keyboard_input,
961723,This IOS update is really pissiong me off with all this damn freezing! @115858 get yo shit together. @11999 hurry with the new phone!,"@348205 We want to help you. DM us, and we'll look into this. https://t.co/GDrqU2kzhr",ios_update_issues,
2307946,"@115858 I recently created an @115948 account but I can’t access the music app, I have deleted it &amp; restarted my phone, yet nothing works","@669476 We want to help. To verify, what version of iOS do you have on your iPhone? You can verify in Settings&gt;General&gt;About. Also, what happens when you open the Music app? Do you get an error message or anything like that?",apps_services,
1364807,@AppleSupport my iPhone 8plus keeps disconnecting from my Bluetooth speaker,"@437766 We'd like to help with this Bluetooth issue. Are there any other Bluetooth devices you use? If so, does the same happen?",connectivity,
2476228,"Last week, someone at @AppleSupport almost blackmailed me into buying AppleCare+ for my iPhone X so I can get an ""immediate"" replacement. I gave in, bought it and two days later, I still have no idea when I'll get a replacement.",@475059 We'd like to look into this experience. Please DM us more details and we'll go from there. https://t.co/GDrqU22YpT,purchases_orders_refunds,
2280974,"Fuck @115858. Updated my phone, and its been having all kinds of problems. Couldnt answer my calls, so I turned it on then off. Now its stuck on the apple screen.","@663052 We'd like to look into this with you, is the iPhone still stuck at the Apple logo? Please DM us more about what's happening. https://t.co/GDrqU22YpT",ios_update_issues,
1979738,"@AppleSupport Take a look at the playlist. How can you sort in right order to ear this opera in good sequence (Act 1 first, etc). Thanks. https://t.co/iMGlIgfgad","@149730 We want you to enjoy your music; we'll do all we can to help. To start, DM us what device and OS you're using. https://t.co/GDrqU22YpT",apps_services,
1470708,"@AppleSupport Streaming, and yes it happens on WiFi and cellular,",@461368 Thanks. Which application are you using to stream videos or does it happen on multiple streaming apps?,apps_services,
2435366,09/09/17 de servise verdigim ve 5s kalmadigi icin 5se  verecegiz deyip oyaladiginiz telefon ne zaman gelecek sayin @AppleSupport yetkileri,@698765 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,purchases_orders_refunds,
1391575,"@AppleSupport Hi, I want to know why I can't record the screen of my iPad with iOS 11",@443650 This is a great feature we want you to be able to use. Is the option not showing at all? Here's a guide: https://t.co/4LuYBB7Kns,ios_update_issues,
1762792,@AppleSupport my phone battery is draining so faster even after last update. Wtf is going on ? Pls help,@352911 We'd be happy to look into this with you. Can you give us some more details about what you've been experiencing?,battery_power,
2845712,@AppleSupport have an iPod touch that I bought 10/6/2013 son doesn't remember email. How can I reactivate?,"@791531 We’d like to lend a hand. To clarify, has your son forgotten the email address used with his Apple ID?",apple_id_account,
2631,"@AppleSupport iPhone 7+, iOS 11.1","@116338 Thank you very much! Send us a DM to let us know if your speaker doesn't work on calls, or if other apps are affected as well. https://t.co/GDrqU22YpT",other_unclear,
808250,"@AppleSupport battery isn’t lasting nearly as long as it did before the update, it’s 11.0.3.",@312585 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,,
2903739,"@AppleSupport everything on my iphone’s camera roll got messed up (order wise) all of a sudden! Its annoying and frustrating, how can i get everything back to the proper order?!",@154491 We'd like to help with your photos! Please reach out to our team of Photos experts. You can reach them here:  https://t.co/IBIY3vMgPj and select Apps &amp; Software &gt; iOS apps,,
1827952,Big Mistake #updated to #os11 now my #iphone freezes and #apps crash thanks @115858 #imdone,@548595 Definitely not what we want you to experience! We'd love to help. Is this occurring in all apps? Please DM us to proceed. https://t.co/GDrqU22YpT,,
1697433,"@AppleSupport 6s, i was trying trim it under photos",@514886 Thanks for the info. We'd like to move this to DM so we can go into more detail. https://t.co/GDrqU22YpT,,
2408599,"@AppleSupport HOW DID YOU BREAK THE MESSAGE FROM CONTACTS FUNCTION?!!! WHEN I CLICK SEND A MESSAGE FROM THE CONTACTS SCREEN IT JUST GOES INTO MESSAGE LANDING PAGE BUT DOESNT OPEN UP TO DO A MESSAGE TO THAT CONTACT WHAT IS YOUR QA, PRODUCT &amp; TECH TEAMS ARE DOING?!!!!",@144390 We'd like to help. Let us know which device you're using for Messages and the system version installed via DM. We'll go from there. https://t.co/GDrqU22YpT,,
1373720,@AppleSupport I hit 'Option' and the disk for my computer isn't showing up on the screen,@439734 Thanks for clarifying. Are you able to connect to a network from the drop down menu shown in your last screenshot?,,
1849686,"Phone works when I’m on WiFi, but will not when I’m outside of WiFi zone. Don’t know if @115858 issue or @att issue, but it’s frustrating.",@190417 Thank you for reaching out. We are here to help. Please DM us your current iOS version and we will take a closer look. https://t.co/GDrqU22YpT,,
2838650,"@AppleSupport Correct. This may happen on all 8 email accounts... I know for sure that it’s happening on my hotmail email account, since there are 500 emails I deleted on my MacBook that continue showing as unread on my iPhone mail app. iOS 11.1.2 is what’s installed currently.",@790005 Thanks for clarifying. Let's go ahead and meet in DM and we'll continue to look into this. https://t.co/GDrqU22YpT,,
862801,"@AppleSupport Any app with a keyboard, yes.",@324870 Are you using the iOS keyboard or one you installed from the App Store?,,
2403587,"@AppleSupport my music downloads get randomly removed and then I have to download the songs again. once I’ve done that, a different set of songs gets removed.",@691421 Thanks for clarifying. We certainly don't want you to find songs missing from your Library when you go to play music. Are you an Apple Music subscriber? Which device and version number of iOS 11 are you using? This can be found under Settings &gt; General &gt; About.,,
1864712,My 7+ battery never used to drain this fast and im not even updated to the latest iOS so I'm gonna need you to fucking stop @AppleSupport,@557111 We'd be happy to look into this battery drain with you. Let us know the version of iOS you're running via DM to get started. https://t.co/GDrqU22YpT,,
14337,So over @115858 &amp; their awful customer service. Locked out of iCloud for 2 weeks &amp; promised password recovery instructions that never came🖕🏽,"@119056 The best way to verify your account &amp; assist with the Apple ID, is to get support at this link: https://t.co/UJm15vmMM2",,
2509363,The battery drain is real @115858 #ios11 #neverfails,@715342 We'd like to look into this issue with you. Send us a DM so we can chat there. https://t.co/GDrqU22YpT,,
1835634,@115858 Bullshit u can’t even get cellular working with new watch on EE absolutely shocking to bring a watch out that doesn’t work.,"@550478 We want to help. Please send us a DM with a few details about what you're experiencing, so we can take a closer look. https://t.co/GDrqU22YpT",,
408855,This update has ruined my fucking battery. @115858 do something !,"@200027 We'd like to help. DM us details on the issue you're having, and we'll continue support there. https://t.co/GDrqU22YpT",,
1617926,@AppleSupport Y'all Need To Fix That Question Mark Shit It's Aggravating As Fuck,@496085 Thanks for reaching out. We currently have a workaround for this. Here's how: https://t.co/xXaXeeSRt9,,
2381412,@AppleSupport my phone keeps on freezing 😖 feels like it gets worse with every update!! I keep having to reset it...,"@396982 We want you to be able to enjoy using your iPhone, and we can help. Just to confirm, is your iPhone currently running iOS version 11.1.2? Also, do you notice this behavior when using specific apps?",,
2478981,@AppleSupport Y a-t-il des problèmes des problèmes de lenteur avec #Siri ? Cela ne fonctionne pas ce matin…,@708465 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,
2276293,@662057 Same here! @AppleSupport can I get  this in the next update Please!,"@662056 We value your feedback and we want it heard. To do so, please use the following link to formally submit your feedback:  https://t.co/eTPVYVFyd8",,
2013814,.@AppleSupport ever since updating to 11.0.3 my phone does this I️ when trying to type the letter “i” https://t.co/4quKcEwPHj,@186001 We'd like to help you. Are you noticing this behavior in all apps? Have you restarted your iPhone since this started?,,
2673932,".@118845, y'alls headphones start hurting me when i have them on for a long time.",@752766 Let’s get you pointed in the right direction. Our @159983 team will take it from here.,,
1443331,@AppleSupport i am running version 11.0.3 ... this is what it looks like when typing the letter “I”. it will also suggest this when autocorrect is on. https://t.co/XgTkkfpVMG,@454887 Let's reset the keyboard dictionary. Go to Settings &gt; General &gt; Reset &gt; Reset Keyboard Dictionary to see if that helps.,,
2111374,Not sure whom to contact ... @AppleSupport  issue with my new iphone 6s from day one and its been 4 months and no resolution on it nor replacement ... @116333 . Can someone take it please.  @AppleSupport  is it seriously a premium service ??,@622769 Thanks for reaching out.  We want to help.  Send us a DM letting us know which country you are located in. https://t.co/GDrqU22YpT,,
2557296,"Hey @AppleSupport , will the ""Lightning to USB 3 Camera Adapter"" allow my iPad Pro to read Keynote files from a USB flash drive?","@726028 Thank you for taking the time to reach out to us. Take a look here for more information about that adapter: https://t.co/kLSKCgDX9U If you have any further questions, our Sales team can help: https://t.co/8yjRd1Xo0i",,
2313154,@115858 how do I️ delete pictures and videos from my iPhone but keep them on iCloud?  Also when are you going to fix the letter I️ issue?,"@543431 We're happy to help. You can make storage space available on your iPhone when you use iCloud Photo Library and turn on Optimize Storage: https://t.co/8YUslsnsM5

An update has been released that addresses the keyboard issue. Learn more here: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT",,
1848597,Anyone else’s App Store not working since their update? @AppleSupport any answers?,@553538 Thanks for reaching out to us. Are you receiving any error messages when attempting to access the App Store?,,
2402168,"@AppleSupport please fix your podcast app, it’s been crashing since updating to 11.1.1!!!!",@691107 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,,
2381356,"@AppleSupport Been like this since ios11 update.
Works if home screen isn’t locked but if locked I get no calls or txts or notifications. #nothappy","@686584 You mentioned doing the iOS 11 update, what is the exact version of iOS that you are on? You can find out by going to Settings &gt; General &gt; About.",,
6773,@AppleSupport MacBook Pro after the upgrade to the latest official firmware. The keyboard layout is constantly lost!!!,@189209 We’re here to address your concerns. Let's team up in Direct Message using the link below. https://t.co/GDrqU22YpT,,
2128188,My phone sucks and i can’t update it without WiFi but it won’t connect to WiFi WTF @115858 ????,@437687 Let's look into this for you. This page should help: https://t.co/sXbhzfS2lM Let us know in DM how it goes. https://t.co/GDrqU22YpT,,
2555225,@AppleSupport This is the 4th time I am doing iPhone restore in this week. It automatically restart sometime and get stuck in logo screen. Then I had restore using iTunes again and again. Atleast let me know what is the reason for this. #iPhoneLogoScreenLoop #iPhone,"@725597 We definitely want to look into this with you. Can you meet us in DM and give us some details, such as which country you're in and what app or feature you're using when it restarts, and we'll take it from there. https://t.co/GDrqU22YpT",,
2739537,my 6 plus touch screen broke and I'm trying to cancel my apple music trial from my new phone but I have to allow it from my iphone that i can't access. how do i cancel my trial?? @AppleSupport,"@767552 Thanks for reaching out so we can help. Let's follow the steps in this link to cancel your subscription: https://t.co/YKDbvueXrq If you're still having trouble getting that canceled, reach out to our iTunes Store team here: https://t.co/SDIe7UiyJN",,
238242,"@AppleSupport ever since I’ve updated my iPhone, I keep getting this about my charger. It’s new and not damaged at all, what should I do? https://t.co/ny2katiGah",@172680 We'll help out. Is this the charger that came with your iPhone? Take a look at this article: https://t.co/XjQmi8bSfX,,
2001601,"@591859 @AppleSupport Is the iPhone X iOS 11.2 public beta out, or just for developers?",@591860 Great question! We're glad to get you pointed in the right direction. Please reach out in DM and we'll take it from there. https://t.co/GDrqU22YpT,,
243280,Hating - HATING - the #iOS 11 update that turns WiFi back on after disabling @AppleSupport,@173769 We can help! Are you turning off Wi-Fi in Control Center or Settings? Let us know if this helps: https://t.co/Ikfbnj28qe,,
1953896,@AppleSupport updated from ios10 to iOS 11.0.3 &amp; now I get this screen everytime I try to open my phone and  then requires my passcode #help https://t.co/ZLYRFtMZvb,"@580027 We're happy to help. After entering your passcode, does the device reach the home screen? DM the answer below. https://t.co/GDrqU22YpT",,
563041,"@AppleSupport my iPhone 6s iOS 11.0 started to randomly respring after midnight of Dec 2, I can’t use my iPhone anymore 😡😡😡",@251801 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,,
460887,@AppleSupport why did my phone delete all my pictures &amp; videos &amp; I shut my phone down &amp; turned it back on &amp; now it’s taking an hour to restore. what happened? will all of them come back?,@224495 We definitely want to look into these issues with you. May we ask when you first noticed this? Have you done any recent updates?,,
1858229,When u’ve updated to iOS 11.0.3 bcz it was supposed to fix unresponsive screen bug but it didn’t fix anything at all😕 @115858????,@555645 We'd like to help you more. Which device model are you using? Meet us in DM with that detail to get started. https://t.co/GDrqU22YpT,,
1377451,@AppleSupport Phone lines going to be open anytime soon? It's been nearly 24 hours and I have an issue with my iPhone X order. Thanks!,@440662 Hi there! Send us a DM and we'll get you pointed in the right direction for help with your order. https://t.co/GDrqU22YpT,,
2060495,"@AppleSupport I downloaded iOS 11, can you tell me what the heck happened to my battery? Charges slow and down to 15% in 1 hr!","@609407 We’d love to help with your battery. To start, please send us a DM letting us know which device you're using. https://t.co/GDrqU22YpT",,
1642383,"hate my iPhone 6s now that i’ve updated on IOS 11
so slow and unresponsive feel like throwing it in garbage

 @115858","@502026 We're here for you! Send us a DM, and we'll take a closer look at your iPhone together. https://t.co/GDrqU22YpT",,
1288253,@115858 @AppleSupport @115948 bring back music rating already. Siri sucks. I am in the music app. Siri is just fucking stupid. https://t.co/UWyHc7eKAM,@421314 We want Siri working for you properly. Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT,,
1657770,@AppleSupport Is it possible to convert my full price iPhone X online order to an apple upgrade plan order in store? Currently on T-Mobile,@505810  Please reach out to our Apple Online Store Support team for assistance here: https://t.co/8yjRd1Xo0i,,
