eval_id,customer_tweet_id,customer_text,reply,should_escalate,retrieved_evidence
26,1010562,Does anyone have a workable way of getting photos from an iPhone6 to an iMac that actually works or have @115858 really turned to shit?,"Hi! To help you get photos from your iPhone 6 to your iMac, could you let us know the iOS version you’re running? Also, are you currently using iCloud Photos or another method? Once we have that info we can guide you through the best way to sync or transfer your photos.",True,"HISTORICAL CASE 1

Customer:
@AppleSupport hiya I’d like to send my pictures from my old iPhone6 to my new iPhone8+ via iCloud but it’s not working hope you can help me?

AppleSupport response:
@504913 We'd be happy to get you pointed in the right direction. Check out: https://t.co/8YUslsnsM5 DM us if this does not help: https://t.co/GDrqU22YpT

Similarity:
0.6218

HISTORICAL CASE 2

Customer:
@AppleSupport iPhone 6s and the latest software.

AppleSupport response:
@389763 Got it. DM us the exact iOS software version from Settings &gt; General &gt; About &gt; Version. We'll meet you there. https://t.co/GDrqU22YpT

Similarity:
0.5423

HISTORICAL CASE 3

Customer:
@115858 Need help with my #iphone6. Was working great before upgrade to #iOS11. Now slow af. Almost as if Apple planned it so I’d buy new phone 🤔

AppleSupport response:
@301916 We are here for you. Could you let us know the exact iOS version you are running?  You can see at Settings &gt; General &gt; About.

Similarity:
0.5374"
27,449438,@AppleSupport I can’t sync up with anything,"Hi! I’m sorry you’re having trouble syncing. Could you let me know which device you’re using, the iOS version, and what you’re trying to sync (e.g., iCloud, contacts, photos, etc.)? That will help me give you the right steps.",True,"HISTORICAL CASE 1

Customer:
@AppleSupport So what I have to do to fix this?

AppleSupport response:
@272348 DM us and we can work on your issues with your iPhone running slower than expected. https://t.co/GDrqU22YpT

Similarity:
0.7914

HISTORICAL CASE 2

Customer:
@AppleSupport Working now

AppleSupport response:
@121480 Awesome! Let us know if you need help in the future.

Similarity:
0.7820

HISTORICAL CASE 3

Customer:
@AppleSupport how can I️ fix this I️

AppleSupport response:
@277348 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9

Similarity:
0.7774"
28,2616499,@739051 @AppleSupport I just bought my iphone 6 second hand. I thought it was a dodgy battery because it drained quick. It looks like I'm not the only one. Hmmmm!,"Thanks for reaching out. To help figure out why your iPhone 6 is draining quickly, could you let us know how long it lasts on a full charge, what iOS version it’s running, and if you notice any particular apps or activities that drain the battery faster? You can also check the battery health in Settings > Battery > Battery Health to see the maximum capacity. Once we have that info, we can guide you further.",True,"HISTORICAL CASE 1

Customer:
@AppleSupport iPhone 6S , battery life sucks ass 🙃

AppleSupport response:
@696230 Got it. Do you know approximately how long your iPhone 6s lasts on a fully charged battery? Does this happen while using any particular apps? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT

Similarity:
0.7437

HISTORICAL CASE 2

Customer:
@AppleSupport IPhone 6, been worse since recent iOS updates and also started using Apple Watch. Battery now drained in 6 hours.

AppleSupport response:
@273633 We'll take a closer look. Let's meet up in DM to gather details and to protect your privacy. https://t.co/GDrqU22YpT

Similarity:
0.7376

HISTORICAL CASE 3

Customer:
@AppleSupport Why does my iphone 6s plus turn into an unresponsive piece of shit when it reaches at or below 30% battery? 🙄🙄

AppleSupport response:
@217672 We can figure this out together. Does this happen with a particular app or is it widespread? What iOS version are you using?

Similarity:
0.7164"
29,282529,@115858 @116333 I urgently resolve the problem with my iPhone. 📱 Contact ID: 100314535803,"Hi @115858 @116333, thanks for reaching out. Could you let us know your iPhone model, the iOS version you’re running, and what issue you’re experiencing? That will help us find the best solution.",True,"HISTORICAL CASE 1

Customer:
Who else is having a problem with their IPhone @115858 @AppleSupport

AppleSupport response:
@250308 We would like to hear more about what is going on. Please send us a DM with details and we will go from there. https://t.co/GDrqU22YpT

Similarity:
0.7284

HISTORICAL CASE 2

Customer:
@654768 @115858 @AppleSupport My phone does the same, it's a pain aha

AppleSupport response:
@680598 We'll do all we can to help out. Are you also using a portable charger when your iPhone powers off unexpectedly? Which version of iOS are you currently using?

Similarity:
0.7196

HISTORICAL CASE 3

Customer:
@116333 disappointed loyalist, iPhone 8 running around with issues &amp; embarrassments, no solution pls help sent details in mail to you

AppleSupport response:
@160233 We'd be happy to look into this with you. Send us a DM and tell us more about what's going on. https://t.co/GDrqU22YpT

Similarity:
0.7191"
30,1204160,@AppleSupport my new iPhone 6s battery is useless. Fully charged last night and now in low power mode! Hardly used and no Apps Open!!,Thanks for reaching out. Could you let us know which iOS version your iPhone 6s is running? That will help us determine the next steps to address the battery issue.,True,"HISTORICAL CASE 1

Customer:
@AppleSupport Why does my iphone 6s plus turn into an unresponsive piece of shit when it reaches at or below 30% battery? 🙄🙄

AppleSupport response:
@217672 We can figure this out together. Does this happen with a particular app or is it widespread? What iOS version are you using?

Similarity:
0.7157

HISTORICAL CASE 2

Customer:
Hi @AppleSupport my iPhone 6s Plus battery doesn’t seem to hold its charge too well. Anything you can do to find out the problem?

AppleSupport response:
@244392 Absolutely! We’ll be glad to see how we can help. To start, can you tell us the iOS version your iPhone is on?

Similarity:
0.7135

HISTORICAL CASE 3

Customer:
@AppleSupport we have an iPhone  6s and iPhone 7 that are turning off as though no battery then turning back on after a few minutes, help?

AppleSupport response:
@249495 Thanks for reaching out, we'd like to help. Is this issue occurring on iOS 11.1.2? If so, we recommend the steps for updating here: https://t.co/Wc5MHFZb0p DM us if you have any questions and keep us posted on the results. https://t.co/GDrqU22YpT

Similarity:
0.6988"
31,2647130,My iPhone is stating to heat up when it’s just sitting there. Thanks @115858 for the hot fire update to ruin my phone......again,Hi! I’m sorry to hear your iPhone is heating up. Could you let me know which iOS version you’re running and the model of your device? That will help us investigate the issue further.,True,"HISTORICAL CASE 1

Customer:
I phone acting up again , home button gets scorching hot. Phone gonna explode @115858

AppleSupport response:
@768331 That's not the experience we want you to have. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT

Similarity:
0.7047

HISTORICAL CASE 2

Customer:
@115858 @AppleSupport MY IPHONE 8 just randomly caught fire WTF I NEED ANSWERS

AppleSupport response:
@690126 We'd like to help with your iPhone 8. DM us your current location and we'll get started. https://t.co/GDrqU22YpT

Similarity:
0.6911

HISTORICAL CASE 3

Customer:
The fact that my iPhone gets hot as shit all the damn time. @115858 y’all really have to do better 🙄.

AppleSupport response:
@135069 We’re glad you reached out! We’d like to take a closer look at this issue with you. Let us know which version of iOS you’re running in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT

Similarity:
0.6892"
32,403562,why did my entire camera roll just randomly completely clear then restore? and why is a vid from june is the most recent item? @AppleSupport https://t.co/aTvndqZau0,"Hi! It sounds like your Camera Roll had a sync or update hiccup. To help us pinpoint the cause, could you let us know your iPhone model, iOS version, and whether iCloud Photos is enabled? Also, did you notice any recent updates or changes to your storage settings? Thanks!",True,"HISTORICAL CASE 1

Customer:
@AppleSupport When I updated my iPhone X to 11.1.2, the pictures in Camera Roll went from chronological to random shuffled! Help please?

AppleSupport response:
@478975 Hi. This is unexpected and we'd like to look into it with you. Have you had a chance to restart the iPhone? To restart your iOS device: https://t.co/JWOTqcWcbG

Similarity:
0.5636

HISTORICAL CASE 2

Customer:
my phone just deleted over 9K pictures from my camera roll. If this is some sick joke to get me to by the new iPhone, @115858, it’s never happening again

AppleSupport response:
@631382 Let's help take a closer look at this with you. Reach out to us via: https://t.co/IBIY3vMgPj and we can go from there.

Similarity:
0.5615

HISTORICAL CASE 3

Customer:
all my pictures keep disappearing from my camera roll and now it says i have 0 @115858 those are my memories i'm upset

AppleSupport response:
@686588 We're here to help. Let's look into this further in DM. 

Send us a message with your IOS version, the latest is iOS 11.1.2. https://t.co/GDrqU22YpT

Similarity:
0.5260"
33,1805815,"@115858 what is the procedure for degrade ios from 11 to 10..??

As your ios 11 is pathetically stupid &amp; bugicious😂","We don’t have a way to downgrade from iOS 11 to iOS 10. However, we can help you with any issues you’re having. Could you let us know your device model and the specific problems you’re experiencing? Please DM us so we can assist further.",False,"HISTORICAL CASE 1

Customer:
Is there a way to DOWNGRADE an #iOS version? @115858’s latest update has ruined my phone 🙄

AppleSupport response:
@247274 We don't provide a method to downgrade your software but we're happy to help with any issues you're having with iOS 11. https://t.co/GDrqU22YpT

Similarity:
0.7794

HISTORICAL CASE 2

Customer:
@AppleSupport No use! Can you pls tell me canni degrade back to ios10??

AppleSupport response:
@184053  We'd like to look into this further with you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT

Similarity:
0.7636

HISTORICAL CASE 3

Customer:
@AppleSupport @116333 please, let us downgrade for iOS 10. I can’t handle this billion issues happening on my iPhone 7 w/ iOS 11. HELP!

AppleSupport response:
@573404 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT

Similarity:
0.7543"
34,2283391,@AppleSupport 3D touch in screen #ios11 isn’t work why?,"It looks like the screenshot shortcut that used a 3‑D press on the Assistive Touch button was removed in iOS 11. 3‑D Touch still works for other functions, but that particular shortcut isn’t available.  Could you let me know which iPhone model you’re using and the exact iOS version? That will help me confirm what 3‑D Touch features are supported on your device.",True,"HISTORICAL CASE 1

Customer:
The screenshot feature by 3D pressing the assistive touch button discontinued from IOS11 ? #ios11update @115858 @AppleSupport

AppleSupport response:
@177852 Great question! That's not currently available, but we do welcome your feedback about this feature here: https://t.co/eTPVYVFyd8

Similarity:
0.7317

HISTORICAL CASE 2

Customer:
@AppleSupport 6s with iOS 11

AppleSupport response:
@501227  You can update to iOS 11.1.  We recommend backing up your device before updating.  Here's how: https://t.co/4f8hwT5to6 https://t.co/GDrqU22YpT

Similarity:
0.7260

HISTORICAL CASE 3

Customer:
@AppleSupport IOS 11

AppleSupport response:
@527118 You can find your specific iOS version from Settings &gt; General &gt; About. Let us know in DM. https://t.co/GDrqU22YpT

Similarity:
0.7240"
35,366986,@115858 I was charged for a subscription that I canceled the same day I accepted the free trails why was I charged?,"Hi @115858, I’m sorry to hear you were charged after canceling the free trial. To help resolve this, could you let me know the name of the app, the date you canceled, and any receipt or confirmation you received? Once we have those details, we can forward the issue to our iTunes support team who can investigate the charge and provide a resolution.",True,"HISTORICAL CASE 1

Customer:
@AppleSupport why are you guys allowing an app to charge me I canceled the subscription in my phone  already two weeks ago. And now I can’t download any apps

AppleSupport response:
@117504 Thanks for reaching out. We received your DM and we'll continue from there. https://t.co/GDrqU22YpT

Similarity:
0.5896

HISTORICAL CASE 2

Customer:
@AppleSupport I’ve been charged almost £200 for a subscription renual for an app I did not authorise... I’ve had to call my bank and stop further payments! Can you contact me immediately!!! - Paige. https://t.co/laokhdu1J5

AppleSupport response:
@667362 If you see a charge for an app you did not authorize, our iTunes Support have the appropriate tools to look into this with you and resolve your issue. You can contact them here:  https://t.co/SDIe7UiyJN

Similarity:
0.5534

HISTORICAL CASE 3

Customer:
@AppleSupport I need help.  I was charged for an app which was overdue the free trial as I was unable to cancel due to a system error. Help!

AppleSupport response:
@230642 Thanks for reaching out to us. We would absolutely love to help you. In order to get this taken care of, you will need to reach out directly to our iTunes team: https://t.co/SDIe7UiyJN

Similarity:
0.5434"
36,2619794,"Since the new update, my phones going so slow, stuttering and stalling 😩😩 @AppleSupport",Thanks for reaching out. Could you share your iOS version and device model? Please DM us so we can help further.,True,"HISTORICAL CASE 1

Customer:
@AppleSupport @115858 this newest update is absolutely terrible. My phone has never lagged so much, and it has some many cons with it! Please just fix it.

AppleSupport response:
@625814 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT

Similarity:
0.7961

HISTORICAL CASE 2

Customer:
@AppleSupport really let me down with this new update! Phone freezing and glitching every 5 mins wtf...

AppleSupport response:
@605790 Let's take a look at this performance issue for you. Send us a DM with your exact iOS 11 version to get started. https://t.co/GDrqU22YpT

Similarity:
0.7910

HISTORICAL CASE 3

Customer:
Hey @AppleSupport the new update sucks ass &amp; keeps freezing my phone.

AppleSupport response:
@600697 Let's get your iPhone working as expected. Reach out to us via DM with your specific iOS version. We'll meet you there. https://t.co/GDrqU22YpT

Similarity:
0.7754"
37,956058,@115858 love it when my headphones break + fuck up my phone so i cant listen to a song without wnating to throw jt at a fucking wall,"Hi @115858, sorry to hear about the trouble. It sounds like a software issue that can often be resolved by updating to the latest iOS. Could you let me know your iPhone model and current iOS version? Also, what headphones are you using? That will help us find the best fix.",True,"HISTORICAL CASE 1

Customer:
@115858 i️ need u to fix ur damn phones bc i️ know this shit is annoying as hell i️ 😤

AppleSupport response:
@695776 We've released a fix for this issue in the latest iOS version which is iOS 11.1.1. To install this version, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk

Similarity:
0.7048

HISTORICAL CASE 2

Customer:
My phone just crashed😒 wtf @115858

AppleSupport response:
@685843  We are eager to find out what's going on and how we can get your device working again. Send us a DM with the device model. https://t.co/GDrqU22YpT

Similarity:
0.6927

HISTORICAL CASE 3

Customer:
@115858 STOP PLAYING AND FIX Y’ALL PHONES IVE BEEN A LOYAL CUSTOMER AND NOW IM SICK OF IT

AppleSupport response:
@710041 We'd like to see if we can help with your iPhone. Send us a DM with more information about what's going on, and we'll get started. https://t.co/GDrqU22YpT

Similarity:
0.6921"
38,284411,On god my apps have never crashed this much in a short span of time...@115858 y’all need to fix iOS 11 smh,"Hey, let’s look into this. Are the crashes happening with one app or multiple apps? Also, could you share your device model and the exact iOS version you’re running?",False,"HISTORICAL CASE 1

Customer:
@AppleSupport iOS 11 sucks! Always having to reboot now; apps are constantly crashing. Fix or I’ll switch to android.

AppleSupport response:
@605746 Hey, if you'd like, we can work together to see what's going on. Let's meet in DM and we can go from there. https://t.co/GDrqU22YpT

Similarity:
0.8071

HISTORICAL CASE 2

Customer:
Is yall gonna fix ios11 or nah @115858? I'm tired of my shit crashing

AppleSupport response:
@127220 We can help. Does the iPhone completely restart or do you have issues with apps? DM us here: https://t.co/GDrqU22YpT

Similarity:
0.7968

HISTORICAL CASE 3

Customer:
Hey @115858! Fix iOS11... Constant app crashes on my iPhone 8 Plus...

AppleSupport response:
@580412 Let's look into this. Are you experiencing this with one App or multiple Apps? Let us know in DM. https://t.co/GDrqU22YpT

Similarity:
0.7756"
39,679934,"@AppleSupport So when the Apple Watch isn't able to control the music app on the phone, is it the watch, or the phone that is failing?","It could be either side. To help us pinpoint the issue, could you let us know the iOS version on your iPhone, the watchOS version on your Apple Watch, and whether the problem still occurs after restarting both devices?",False,"HISTORICAL CASE 1

Customer:
@AppleSupport Is there an update for the Apple Watch? My iPhone is the only device not doing I️t now.

AppleSupport response:
@223289 We haven't released any updates for the Apple watch recently. Are all of your other IOS devices updated to 11.1.1?

Similarity:
0.6681

HISTORICAL CASE 2

Customer:
@AppleSupport Why does the activity app for Apple Watch say that it is unavailable because it requires features I don’t have on my iPhone 7?

AppleSupport response:
@406104 Great question. Let’s look into this further together. Send us a DM telling us which watchOS version is on your Apple Watch. Also, let us know if the same message occurs after you have restarted your Apple Watch and iPhone. https://t.co/GDrqU22YpT

Similarity:
0.6559

HISTORICAL CASE 3

Customer:
@AppleSupport Music controls aren’t showing up on the lock screen for Spotify. Newest iOS has ruined my phone too... 🙁11.0.2

AppleSupport response:
@325976 We're here to help. Shoot us a DM of what country or region you're located in. https://t.co/GDrqU22YpT

Similarity:
0.6461"
40,1684529,@115858 fix yalls damn keyboard,"Sure, @115858. What issue are you having with your keyboard? Let us know the symptoms and your device model so we can help you further.",True,"HISTORICAL CASE 1

Customer:
Fucking* @115858 fix your keyboard

AppleSupport response:
@733470 We're happy to help. What issue are you having with your keyboard?

Similarity:
0.9270

HISTORICAL CASE 2

Customer:
seriously @115858 what the fuck is going on with my keyboard

AppleSupport response:
@475481 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT

Similarity:
0.8390

HISTORICAL CASE 3

Customer:
@115858 so y’all still ain’t gone fix our keyboard? Y’all childish fam

AppleSupport response:
@479732 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9

Similarity:
0.8346"
